"derece","durum","mac_var_mi","kazandı mı","borsa_thy","borsa _asels","borsa_froto","trafik_bilgisi","duygu"
"-10.1","Açık","1","0","0.23","6.38","1.91","21","mutlu"
"-11","Açık","1","0","1.96","0","-1.05","19","keyifsiz"
"-11.6","Açık","1","0","-1.37","0.19","-0.49","19","keyifsiz"
"-12.6","Açık","1","0","1.04","-0.57","0.8","21","keyifli"
"-13.4","Açık","1","0","-1.14","0.77","0.97","19","keyifli"
"-13.4","Açık","0","0","-0.57","0.19","-0.84","21","keyifsiz"
"-13.7","Açık","1","1","0","-0.38","1.25","21","keyifli"
"-14.8","Açık","1","0","1.14","0.58","0.16","21","mutlu"
"-14.5","Açık","1","0","-2.46","-0.95","0.66","19","keyifsiz"
"-14.6","Açık","1","0","1.13","-0.38","0.41","21","keyifli"
"-15.3","Açık","0","0","-0.89","-0.38","1.38","21","keyifsiz"
"-14.8","Açık","1","1","1.25","-0.38","2.98","21","keyifli"
"-13","Açık","1","1","0.8","-0.19","1.89","21","keyifli"
"-11.3","Açık","1","0","1.86","-0.19","-0.1","21","keyifsiz"
"-5.4","Çok_Bulutlu","1","0","-2.25","0.19","-2.13","19","keyifsiz"
"-5.4","Çok_Bulutlu","1","0","2.24","0.19","0.2","21","mutlu"
"-5","Çok_Bulutlu","0","0","2.01","-0.94","-0.78","21","keyifsiz"
"-4.5","Çok_Bulutlu","1","1","0.54","0.57","1.48","21","mutlu"
"-3.6","Çok_Bulutlu","1","0","-0.54","-0.38","-0.46","19","sinirli "
"-3.9","Çok_Bulutlu","0","0","2.48","-0.37","-0.29","21","keyifsiz"
"-5.3","Çok_Bulutlu","1","0","-0.95","0.58","0.27","21","keyifli"
"-4.6","Çok_Bulutlu","0","0","-1.21","0","2.95","19","keyifsiz"
"-2.5","Açık","1","1","-0.93","1.78","0.1","21","keyifli"
"-0.1","Açık","1","0","0.94","-1.36","-1.92","19","keyifsiz"
"11.4","Çok_Bulutlu","1","1","0.41","-1.18","1.59","21","keyifli"
"9.9","Çok_Bulutlu","1","0","-0.14","0.4","-3.05","19","keyifsiz"
"6","Çok_Bulutlu","1","1","0.85","-0.2","1.41","21","keyifli"
"7.6","Çok_Bulutlu","0","0","3.36","1.39","3.26","21","mutlu"
"6.8","Çok_Bulutlu","1","0","2.39","3.06","-1.26","21","keyifli"
"7.9","Çok_Bulutlu","1","0","0","0.44","-0.56","19","keyifsiz"
"10.1","Çok_Bulutlu","0","0","-2.26","-0.44","2.2","21","keyifsiz"
"10","Çok_Bulutlu","1","1","3.26","0","1.46","21","mutlu"
"5.7","Çok_Bulutlu","1","0","0.16","-1.94","-0.98","19","keyifsiz"
"11.7","Yağmurlu","0","0","-0.66","0.24","-1.86","21","keyifsiz"
"11.7","Parçalı_Bulutlu","1","1","0","0.73","1.87","21","mutlu"
"11.7","Yağmurlu","1","1","4.41","0","0.94","21","mutlu"
"11.6","Yağmurlu","1","0","1.43","-0.96","0.38","21","keyifli"
"11.3","Yağmurlu","1","0","1.45","0.48","-1.27","21","keyifli"
"10.5","Yağmurlu","1","1","-0.72","-0.24","2.1","21","keyifsiz"
"6.1","Yağmurlu","0","0","0.36","0.73","-0.08","21","keyifli"
"5","Yağmurlu","1","0","0.91","-1.44","-1.54","21","keyifsiz"
"3.7","Yağmurlu","1","0","0.55","0.72","-1.08","21","keyifli"
"0","Çok_Bulutlu","1","0","2.95","0","0.08","21","mutlu"
"-5","Açık","1","0","0","-1.17","-0.32","19","sinirli "
"-4.7","Açık","1","0","0.18","-0.69","1.05","21","keyifli"
"-4","Açık","1","1","-1.62","3.35","-0.72","21","keyifsiz"
"-1.1","Çok_Bulutlu","1","1","-2.88","0.79","0","21","üzgün"
"-0.7","Çok_Bulutlu","1","0","0.34","0","1.09","21","mutlu"
"-0.9","Çok_Bulutlu","0","0","-0.51","-1.3","0.78","21","keyifsiz"
"-2.6","Çok_Bulutlu","1","1","0.86","3.98","-0.62","21","keyifli"
"-2","Çok_Bulutlu","1","1","2.83","2.62","-0.85","21","keyifli"
"-1.9","Çok_Bulutlu","1","0","0.71","0","1.41","21","mutlu"
"-2.2","Çok_Bulutlu","1","0","1.81","2.08","0.79","21","mutlu"
"-2.6","Parçalı_Bulutlu","0","0","-1.08","0","-1.97","19","sinirli "
"-2.2","Parçalı_Bulutlu","1","1","-1.59","4.02","-1.41","21","keyifsiz"
"-2.7","Parçalı_Bulutlu","0","0","-0.7","0","4.33","21","keyifli"
"-3.8","Parçalı_Bulutlu","1","0","0","0","-0.12","19","üzgün"
"-4.1","Parçalı_Bulutlu","1","1","-0.18","-0.62","0.12","21","keyifsiz"
"-6.8","Çok_Bulutlu","0","0","-1.44","0","-0.2","21","sinirli "
"-6.3","Çok_Bulutlu","1","0","0.53","-0.59","0.8","21","keyifli"
"-4.1","Açık","1","1","0.18","0.3","2.14","21","mutlu"
"-2.6","Çok_Bulutlu","1","0","0.71","0.3","0","21","mutlu"
"-2.7","Çok_Bulutlu","0","0","-1.74","0.61","-0.75","21","keyifsiz"
"-2.3","Çok_Bulutlu","1","0","3.42","-1.51","1.14","21","keyifli"
"-2.3","Çok_Bulutlu","1","0","-0.71","-0.3","-1.13","19","sinirli "
"-1.7","Parçalı_Bulutlu","1","1","0","-1.49","0.97","21","keyifsiz"
"-2.2","Parçalı_Bulutlu","1","1","4.67","0","1.08","21","mutlu"
"-1.7","Parçalı_Bulutlu","1","1","-2.19","0.32","0.96","21","keyifli"
"-1.5","Parçalı_Bulutlu","1","0","-2.55","1.91","1.82","21","keyifli"
"-1.8","Açık","1","0","5.77","5.02","0.27","21","mutlu"
"0.1","Açık","0","0","0.19","1.01","1.67","21","mutlu"
"3.8","Açık","1","1","-1.34","1.03","1.47","21","keyifli"
"5.9","Açık","1","0","0.97","-1.69","0.32","21","keyifli"
"6.8","Açık","1","0","1.37","-3.58","0.51","21","keyifli"
"9","Açık","1","1","1.8","5.14","1.74","21","mutlu"
"9.5","Açık","1","1","0.8","0","2.61","21","mutlu"
"10.5","Açık","1","0","3.11","-0.34","0.98","21","keyifli"
"10.9","Açık","1","0","-0.21","-0.34","-0.53","21","sinirli "
"10.7","Açık","1","0","-1.02","2.08","0","21","üzgün"
"9.1","Açık","0","0","-1.21","-1.03","2.08","21","keyifsiz"
"7.4","Açık","1","0","-0.4","-1.02","0.4","19","keyifsiz"
"4.8","Açık","1","1","2.9","-0.68","-0.84","21","keyifsiz"
"5.2","Açık","0","0","-1.81","0.35","-1.24","19","keyifsiz"
"6.1","Açık","1","1","-0.8","3.99","0.14","21","keyifli"
"6","Açık","1","1","-0.4","2.6","1.06","21","keyifli"
"2.3","Açık","1","0","-1","-0.37","-1.11","19","sinirli "
"3.1","Açık","1","0","-1.19","0","-0.72","19","sinirli "
"6.5","Çok_Bulutlu","1","0","1.42","2.68","1.7","21","mutlu"
"8.3","Parçalı_Bulutlu","0","0","-0.4","-2.25","1.58","21","keyifsiz"
"10.6","Parçalı_Bulutlu","1","1","3.33","1.14","-1.17","21","keyifli"
"10.8","Çok_Bulutlu","1","0","-0.21","0.76","-0.24","21","keyifsiz"
"11.6","Çok_Bulutlu","0","0","0.84","-2.24","1.43","21","keyifli"
"12.3","Çok_Bulutlu","1","1","-0.21","-1.83","-0.54","19","sinirli "
"12.4","Parçalı_Bulutlu","1","0","-1.24","3.41","-1.26","19","keyifsiz"
"11.8","Parçalı_Bulutlu","1","1","-0.62","1.93","0.73","21","keyifli"
"11.6","Parçalı_Bulutlu","1","0","0.83","0.39","5.41","21","mutlu"
"9","Parçalı_Bulutlu","0","0","2.55","-1.53","0.67","21","keyifli"
"8.7","Parçalı_Bulutlu","1","0","-1.67","0.77","1.26","21","keyifli"
"9.2","Parçalı_Bulutlu","1","1","3.46","2.77","-3.74","21","keyifli"
"8.4","Çok_Bulutlu","0","0","-3.74","0.4","0.2","19","keyifli"
"7.9","Çok_Bulutlu","1","1","-3.02","-0.4","0","21","sinirli "
"6.6","Çok_Bulutlu","1","0","-1.59","1.2","0","21","keyifsiz"
"7.5","Çok_Bulutlu","0","0","0","0","-0.45","21","sinirli "
"5.1","Sağnak_Yağışlı","1","1","0.4","4.6","1.23","21","mutlu"
"4.8","Sağnak_Yağışlı","0","0","-1.95","3.91","-0.61","21","keyifsiz"
"4.6","Parçalı_Bulutlu","1","0","-1.92","1.32","1.44","21","keyifli"
"6.5","Parçalı_Bulutlu","1","0","-0.76","0","-0.46","19","sinirli "
"5.8","Parçalı_Bulutlu","1","1","1.94","0","0","21","mutlu"
"7.4","Parçalı_Bulutlu","1","0","0.39","0","1.24","21","mutlu"
"3.5","Hafif_Yağmurlu","0","0","-0.77","0","-2.57","24","sinirli "
"3.5","Hafif_Yağmurlu","1","0","-0.57","-0.43","-1.7","24","sinirli "
"5.5","Pus","1","1","-4.87","0.43","0.63","24","üzgün"
"4.9","Pus","1","0","-1.11","0.88","-1.76","23","keyifsiz"
"4","Pus","1","0","0.56","0.44","0.14","24","mutlu"
"3.1","Hafif_Yağmurlu","1","1","-1.29","-0.44","-0.8","24","sinirli "
"2.6","Pus","1","0","-0.55","0","-0.56","24","sinirli "
"1.4","Pus","0","0","-1.43","0.44","-0.69","23","keyifsiz"
"1.1","Pus","0","0","-0.53","-0.44","-0.59","24","sinirli "
"1.1","Pus","1","1","0.56","-3.42","2.27","24","keyifli"
"0.4","Pus","1","1","1.14","0.43","-0.42","24","keyifli"
"1","Pus","1","1","-0.75","1.3","0.47","24","keyifli"
"2.2","Hafif_Yağmurlu","1","0","4.09","-0.86","-0.99","19","keyifsiz"
"1.7","Hafif_Yağmurlu","1","0","-0.19","2.19","1","21","keyifli"
"1.5","Hafif_Yağmurlu","1","0","0.19","-1.3","-1.03","24","keyifsiz"
"0.5","Hafif_Yağmurlu","0","0","0","-0.43","1.57","24","keyifli"
"0.3","Pus","1","0","0.58","-0.85","0.53","24","keyifli"
"0.2","Parçalı_Bulutlu","1","1","0.2","0.86","-3.32","21","keyifli"
"-0.1","Parçalı_Bulutlu","1","0","-4.12","0.43","-0.18","21","keyifsiz"
"-0.3","Parçalı_Bulutlu","0","0","0.38","0.87","3.33","21","mutlu"
"-0.6","Parçalı_Bulutlu","1","0","2.31","0.88","1.55","21","mutlu"
"-0.6","Parçalı_Bulutlu","1","1","0.39","0.44","-0.82","21","keyifli"
"-0.6","Parçalı_Bulutlu","0","0","0.19","0","1.76","21","mutlu"
"-0.4","Parçalı_Bulutlu","1","0","0.78","0.44","-4.21","19","keyifli"
"-0.3","Parçalı_Bulutlu","1","0","-2.84","-0.44","-0.09","19","sinirli "
"-0.2","Parçalı_Bulutlu","1","0","2.13","0.44","-0.56","21","keyifli"
"-0.3","Parçalı_Bulutlu","1","1","0.58","-0.44","0","21","keyifsiz"
"-0.3","Parçalı_Bulutlu","0","0","-0.77","0.89","0.33","21","keyifli"
"-0.5","Parçalı_Bulutlu","1","1","-1.33","0","0.42","21","keyifsiz"
"-0.5","Parçalı_Bulutlu","1","0","1.35","-1.32","-0.42","19","keyifsiz"
"-0.3","Parçalı_Bulutlu","1","0","0.58","0.44","0.7","21","mutlu"
"0.4","Parçalı_Bulutlu","1","0","-0.19","-0.87","-2.2","19","sinirli "
"1.1","Parçalı_Bulutlu","1","0","0","0.88","-1.63","21","keyifsiz"
"2.2","Parçalı_Bulutlu","0","0","0.19","-0.44","0","21","keyifsiz"
"3.4","Parçalı_Bulutlu","0","0","0.39","0.44","1.14","21","mutlu"
"3.4","Parçalı_Bulutlu","1","0","-0.19","-0.87","-1.22","19","sinirli "
"4","Çok_Bulutlu","0","0","-2.28","0","-2.21","19","sinirli "
"3.5","Çok_Bulutlu","1","1","-0.38","1.78","0.76","21","keyifli"
"3","Çok_Bulutlu","1","0","-2.4","-1.32","-0.79","19","sinirli "
"2.6","Sağnak_Yağışlı","1","1","1.69","1.33","-0.53","21","keyifli"
"2.4","Çok_Bulutlu","1","0","-0.75","-2.6","1.47","19","keyifsiz"
"2.3","Çok_Bulutlu","1","0","0.75","0.43","-0.13","21","keyifsiz"
"2","Sağnak_Yağışlı","0","0","-4.83","0.88","2.32","21","keyifli"
"2.1","Çok_Bulutlu","1","1","-0.53","0","-1.12","19","sinirli "
"1.8","Çok_Bulutlu","0","0","-1.58","1.33","1.6","21","keyifli"
"1.8","Parçalı_Bulutlu","1","1","1.78","3.21","-1.08","21","keyifli"
"1.9","Sağnak_Yağışlı","1","0","-2.09","-0.46","0.91","24","keyifsiz"
"1.1","Yağmurlu","1","0","4.95","2.34","0.46","21","mutlu"
"1.1","Yağmurlu","0","0","6.02","-1.38","-0.68","21","keyifli"
"1","Yağmurlu","1","0","0","-3.98","1.43","19","keyifsiz"
"0.7","Yağmurlu","1","0","0.98","2.26","0.28","21","mutlu"
"3.8","Hafif_Yağmurlu","1","0","-12.58","1.33","-1.85","19","sinirli "
"3.8","Hafif_Yağmurlu","1","0","-1.16","-1.31","1.84","19","keyifsiz"
"3.7","Hafif_Yağmurlu","1","1","0.5","0","0.63","21","mutlu"
"4","Hafif_Yağmurlu","1","0","1.18","1.78","1.56","21","mutlu"
"3.8","Hafif_Yağmurlu","1","0","2.07","-1.75","-0.27","19","keyifsiz"
"3.7","Hafif_Yağmurlu","1","1","3.38","0","1.2","21","mutlu"
"3.8","Hafif_Yağmurlu","0","0","-1.92","4.09","1.89","21","keyifli"
"8.1","Parçalı_Bulutlu","1","0","-1.37","-1.25","-1.2","19","sinirli "
"9.2","Parçalı_Bulutlu","0","0","-0.51","-1.23","-3.27","19","sinirli "
"10.2","Parçalı_Bulutlu","1","1","1.39","1.25","-0.51","21","keyifli"
"10.5","Parçalı_Bulutlu","1","0","-2.2","1.27","0.09","21","keyifli"
"10.1","Parçalı_Bulutlu","1","0","-2.64","-1.25","-2.62","19","sinirli "
"10.1","Parçalı_Bulutlu","1","0","-0.49","0","-0.5","19","sinirli "
"9.8","Parçalı_Bulutlu","1","0","-0.16","3","1.99","21","keyifli"
"9.3","Parçalı_Bulutlu","1","1","-1.93","1.75","-0.17","21","keyifsiz"
"8.8","Çok_Bulutlu","1","0","0","-0.87","3.81","21","keyifsiz"
"5.2","Çok_Bulutlu","0","0","-1.74","-0.41","0.43","21","keyifsiz"
"3.9","Açık","1","0","-0.64","0.84","-0.65","21","keyifsiz"
"3.2","Açık","1","0","-0.32","-0.42","-2.52","19","sinirli "
"3.5","Açık","1","1","-0.48","1.7","5.44","21","keyifli"
"3.6","Açık","1","1","1.79","3.52","-2.08","21","keyifli"
"14.1","Açık","1","0","-1.29","-0.41","-1.21","21","sinirli "
"17.3","Açık","1","0","-3.12","-0.41","-1.03","21","sinirli "
"21.8","Çok_Bulutlu","0","0","0","-0.42","0.76","21","keyifli"
"18.4","Çok_Bulutlu","1","0","-0.75","0","-0.46","19","sinirli "
"12.8","Açık","1","1","-3.36","-0.83","-1.44","21","sinirli "
"10.8","Açık","1","0","0.58","0.43","-1.05","21","keyifli"
"10.6","Açık","1","1","-1.56","1.32","1.17","21","keyifli"
"10.2","Açık","1","1","1.88","0.44","2.21","21","mutlu"
"11.2","Açık","1","0","-1.14","0.44","1.77","21","keyifli"
"9.7","Açık","1","0","-6.8","0.45","-1.4","21","üzgün"
"9.9","Çok_Bulutlu","1","0","-0.13","0","-1.17","19","sinirli "
"11.9","Çok_Bulutlu","0","0","-1.82","0.46","-1.08","21","keyifsiz"
"9.5","Açık","0","0","0.13","0","-0.38","21","keyifsiz"
"8.8","Açık","1","0","-0.13","0.49","1.23","21","keyifli"
"7.2","Açık","1","0","0.26","0","0.6","21","mutlu"
"7.1","Açık","1","0","1.33","0","-7.22","21","üzgün"
"6.1","Açık","0","0","-0.92","-5.5","1.33","21","üzgün"
"5.7","Açık","1","0","-4.77","0","2.3","21","keyifsiz"
"5.2","Açık","0","0","0.63","-0.46","2.23","21","keyifli"
"5.2","Açık","1","0","0.89","-0.45","2.45","21","keyifli"
"5","Açık","1","0","1.16","1.85","0.09","21","mutlu"
"3.2","Açık","1","1","1.17","1.89","0.78","21","mutlu"
"5.5","Açık","0","0","-3.16","0.47","0.26","19","üzgün"
"8","Açık","1","0","1.54","-0.94","0.09","21","keyifli"
"14.9","Açık","0","0","1.59","0.95","-0.35","21","keyifli"
"16.5","Açık","1","0","-0.53","1.45","-0.18","21","keyifsiz"
"20","Açık","1","0","-0.26","-0.48","0","19","sinirli "
"21.5","Açık","1","0","2.83","0.48","-0.09","21","keyifli"
"22.5","Açık","1","1","-0.67","2.48","0.89","21","keyifli"
"23.3","Açık","0","0","0.27","-0.49","-0.44","21","keyifsiz"
"22","Açık","1","1","1.78","-1.46","1.17","21","keyifli"
"19.7","Açık","1","0","2.66","-0.96","0","21","keyifli"
"17.5","Açık","1","0","0.42","-1.42","0.68","21","keyifli"
"18.1","Açık","0","0","2.31","0.96","-1.07","21","keyifli"
"16","Açık","1","0","-3.07","-0.95","1.91","19","keyifsiz"
"14.2","Açık","1","0","0.99","-1.86","1.15","19","keyifli"
"14.3","Açık","1","1","3.5","0","-1.76","21","keyifli"
"14","Açık","1","0","-1.15","-1.38","-1.73","21","sinirli "
"12.4","Açık","1","0","1.46","0.46","4.41","21","mutlu"
"11.8","Açık","0","0","3.17","0.46","0.51","21","mutlu"
"11.4","Açık","1","0","0.91","-0.92","2.98","21","keyifli"
"10.6","Açık","0","0","-1.5","0","2.01","21","keyifsiz"
"10","Açık","1","0","-1.91","-1.36","-2.3","21","sinirli "
"13.8","Açık","1","1","-0.87","4.65","-1.17","20","keyifsiz"
"15.9","Açık","1","0","-4.7","2.87","-0.51","19","keyifsiz"
"18.2","Açık","0","0","-0.82","-3.24","1.04","21","keyifsiz"
"20.2","Açık","1","0","0.97","-2.26","-0.93","19","keyifsiz"
"22.3","Açık","1","1","0","2.31","0.75","20","mutlu"
"23.8","Açık","1","0","-0.96","-0.92","1.72","21","keyifsiz"
"24.7","Açık","0","0","-0.27","-0.46","0.92","21","keyifsiz"
"25.4","Açık","1","0","1.11","-1.35","-0.53","21","keyifsiz"
"25.5","Açık","1","0","-0.69","-1.77","1.27","21","keyifsiz"
"25.2","Açık","1","1","-0.14","3.67","1.83","20","keyifli"
"20.7","Açık","1","0","2.39","1.87","0.65","20","mutlu"
"17.2","Açık","0","0","0","1.42","3.67","20","mutlu"
"18.4","Açık","1","1","0.85","0.48","-1.83","20","keyifli"
"16.4","Açık","1","0","0.14","0.48","-0.96","21","keyifli"
"18","Açık","1","1","-2.49","1.46","2.42","20","keyifli"
"16.5","Açık","1","0","0.98","1.48","-0.36","21","keyifli"
"17","Açık","1","0","0.85","0","-0.31","21","keyifli"
"15.5","Açık","1","1","-1.39","-0.98","-1.86","21","sinirli "
"15","Açık","1","0","-1.91","0","0.66","21","keyifsiz"
"11","Açık","1","0","0.96","0","2.54","21","mutlu"
"13.2","Açık","0","0","-0.27","0.49","-0.62","21","keyifsiz"
"12.8","Açık","1","0","0.97","-0.97","-1.37","21","keyifsiz"
"13.7","Çok_Bulutlu","0","0","-1.37","0","0.2","21","keyifsiz"
"23","Çok_Bulutlu","0","0","-1.47","2.69","-1.57","21","keyifsiz"
"23.3","Çok_Bulutlu","1","1","-0.53","0.54","4.56","20","keyifli"
"22.8","Parçalı_Bulutlu","1","0","1.76","-2.12","0.37","21","keyifli"
"21.4","Parçalı_Bulutlu","0","0","-0.27","-2.58","-1.84","21","sinirli "
"22.2","Çok_Bulutlu","1","0","-0.8","-0.51","-1.2","21","sinirli "
"20","Çok_Bulutlu","0","0","0.54","-0.51","-3.27","19","üzgün"
"18.2","Sağnak_Yağışlı","1","1","-0.67","-0.51","-0.51","23","sinirli "
"16.7","Sağnak_Yağışlı","1","1","3.6","1.03","0.09","20","mutlu"
"11.3","Açık","1","1","6.32","3.09","-0.17","20","mutlu"
"9.2","Açık","1","1","-2.1","2.65","0.43","20","keyifli"
"8","Açık","1","0","0.39","0.53","0.65","21","mutlu"
"6.6","Açık","0","0","-1.3","0","-0.65","21","sinirli "
"8.4","Açık","1","0","-2.53","-1.57","-2.52","21","sinirli "
"11.3","Açık","0","0","-0.38","-2.55","5.44","21","keyifli"
"12.8","Açık","1","1","3.52","8.89","-2.08","20","keyifli"
"14.5","Açık","1","1","-2.17","1.69","0.96","21","keyifli"
"14.9","Açık","1","0","1.29","1.14","-2.72","21","keyifli"
"16.8","Çok_Bulutlu","0","0","0.38","-1.13","-0.31","21","keyifsiz"
"16.6","Çok_Bulutlu","1","1","-7.15","1.72","-1.21","21","keyifsiz"
"16.4","Çok_Bulutlu","1","0","-2.63","-1.14","-1.03","21","sinirli "
"15.5","Parçalı_Bulutlu","1","0","0","-0.56","0","21","sinirli "
"14.7","Parçalı_Bulutlu","0","0","0.57","0","-3","21","keyifsiz"
"13.4","Parçalı_Bulutlu","1","0","-2.46","-0.56","1.69","21","keyifsiz"
"11.8","Çok_Bulutlu","0","0","-0.56","5.95","-0.84","20","keyifli"
"10.9","Parçalı_Bulutlu","1","1","-2.6","-1.18","0.76","21","keyifsiz"
"10.8","Çok_Bulutlu","1","0","-0.65","-0.58","-0.46","21","sinirli "
"10.6","Parçalı_Bulutlu","1","1","1.2","-2.29","-3.49","19","keyifsiz"
"9.9","Çok_Bulutlu","1","0","0.88","-0.57","-1.44","21","keyifsiz"
"8.4","Çok_Bulutlu","0","0","-0.76","0","-5.81","19","sinirli "
"6.2","Çok_Bulutlu","1","0","-0.76","0","-0.34","19","sinirli "
"5.3","Çok_Bulutlu","0","0","0.76","0","-0.53","21","keyifsiz"
"4.4","Parçalı_Bulutlu","1","1","1.43","2.91","-1.05","21","keyifli"
"3.6","Parçalı_Bulutlu","0","0","-1.41","1.14","1.17","21","keyifli"
"3.2","Parçalı_Bulutlu","1","0","6.85","0","2.21","21","mutlu"
